"","Seazon","Number","Title","Rating","Votes","Duration","Cast"
"73",6,73,"Świadek koronny",8.2,439,43,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Michałowa, gospodyni księdza | Stacho Japycz, mąż Michałowej | Arkadiusz Czerepach | Doktor Mieczysław Wezół | Jagna Nowak | Kinga, córka Grażyny | Kazimiera Solejukowa | Maciej Solejuk | Tadeusz Hadziuk | Patryk Pietrek | Księgowa Leokadia Czerepach / Księgowa Leokadia Paciorek | Policjant Stasiek Kotecki | Klaudia Kozioł, córka senatora | Halina Kozioł, żona wójta | Barmanka Wioletka Kotecka | Zofia Steć, babka zielarka | Myćkowa | Wargaczowa | Zosia | Syn Solejuków | Dorotka, córka Lucy i ""Kusego"" | Dorotka, córka Lucy i ""Kusego"" | Dorota Wezółowa"
"74",6,74,"Sztuka translacji",8.5,432,43,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Michałowa, gospodyni księdza | Arkadiusz Czerepach | Francesca Andreoni | Wargacz | Wargaczowa | Kazimiera Solejukowa | Policjant Stasiek Kotecki | Klaudia Kozioł, córka senatora | Fabian Duda | Radny Myćko | Myćkowa | Polonista Tomasz Witebski | Księgowa Leokadia Czerepach / Księgowa Leokadia Paciorek | Krystyna Więcławska | Celina Hadziukowa | Barmanka Wioletka Kotecka | Dorota Wezółowa | Kinga, córka Grażyny | Doktor Mieczysław Wezół | Ksiądz Maciej | Syn Solejuków"
"75",6,75,"Kontrrewolucja",8.3,423,42,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Michałowa, gospodyni księdza | Stacho Japycz, mąż Michałowej | Arkadiusz Czerepach | Klaudia Kozioł, córka senatora | Fabian Duda | Ksiądz Maciej | Halina Kozioł, żona wójta | Kazimiera Solejukowa | Maciej Solejuk | Doktor Mieczysław Wezół | Radny Myćko | Myćkowa | Wargacz | Barmanka Wioletka Kotecka | Tadeusz Hadziuk | Patryk Pietrek | Zofia Steć, babka zielarka | Policjant Stasiek Kotecki | Wiesława Oleś, dyrektorka szkoły | Księgowa Leokadia Czerepach / Księgowa Leokadia Paciorek | Wargaczowa | Zosia | Syn Solejuków | Dorotka, córka Lucy i ""Kusego"" | Dorotka, córka Lucy i ""Kusego"" | Krystyna Więcławska"
"76",6,76,"Tchnienie Las Vegas",8.3,418,43,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Michałowa, gospodyni księdza | Stacho Japycz, mąż Michałowej | Arkadiusz Czerepach | Halina Kozioł, żona wójta | Księgowa Leokadia Czerepach / Księgowa Leokadia Paciorek | Wiesława Oleś, dyrektorka szkoły | Polonista Tomasz Witebski | Krystyna Więcławska | Doktor Mieczysław Wezół | Jagna Nowak | Ksiądz Maciej | Tadeusz Hadziuk | Patryk Pietrek | Maciej Solejuk | Jola Pietrek | Klaudia Kozioł, córka senatora | Andrzej Więcławski | Policjant Stasiek Kotecki | Francesca Andreoni | Kinga, córka Grażyny | Kazimiera Solejukowa | Radny Myćko | Wargacz | Myćkowa | Barmanka Wioletka Kotecka | Wargaczowa | Zosia | Dorotka, córka Lucy i ""Kusego"" | Dorotka, córka Lucy i ""Kusego"""
"77",6,77,"Przywódce",8.4,412,43,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Michałowa, gospodyni księdza | Stacho Japycz, mąż Michałowej | Arkadiusz Czerepach | Celina Hadziukowa | Tadeusz Hadziuk | Radny Myćko | Maciej Solejuk | Andrzej Więcławski | Polonista Tomasz Witebski | Barmanka Wioletka Kotecka | Księgowa Leokadia Czerepach / Księgowa Leokadia Paciorek | Wiesława Oleś, dyrektorka szkoły | Wargacz | Farmaceuta Ryszard Polakowski | Kinga, córka Grażyny | Klaudia Kozioł, córka senatora | Ksiądz Maciej | Patryk Pietrek | Fabian Duda | Krystyna Więcławska"
"78",6,78,"Poród amatorski",8.4,411,43,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Michałowa, gospodyni księdza | Stacho Japycz, mąż Michałowej | Arkadiusz Czerepach | Barmanka Wioletka Kotecka | Policjant Stasiek Kotecki | Wiesława Oleś, dyrektorka szkoły | Maciej Solejuk | Radny Myćko | Wargacz | Francesca Andreoni | Ksiądz Maciej | Zofia Steć, babka zielarka | Myćkowa | Wargaczowa | Zosia | Doktor Mieczysław Wezół | Kazimiera Solejukowa | Księgowa Leokadia Czerepach / Księgowa Leokadia Paciorek | Halina Kozioł, żona wójta | Fabian Duda | Polonista Tomasz Witebski | Klaudia Kozioł, córka senatora | Kinga, córka Grażyny | Celina Hadziukowa | Tadeusz Hadziuk | Krystyna Więcławska | Andrzej Więcławski | Jagna Nowak | Patryk Pietrek | Dorotka, córka Lucy i ""Kusego"" | Dorotka, córka Lucy i ""Kusego"""
"79",7,79,"Wielbicielka z Warszawy",8.1,446,43,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Michałowa, gospodyni księdza | Stacho Japycz, mąż Michałowej | Arkadiusz Czerepach | Halina Kozioł, żona wójta | Ksiądz Maciej | Kinga, córka Grażyny | Patryk Pietrek | Jola Pietrek | Maciej Solejuk | Tadeusz Hadziuk | Wargacz | Radny Myćko | Doktor Mieczysław Wezół | Zofia Steć, babka zielarka | Dorotka, córka Lucy i ""Kusego"" | Dorotka, córka Lucy i ""Kusego"""
"80",7,80,"Potęga immunitetu",8.3,435,44,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Michałowa, gospodyni księdza | Stacho Japycz, mąż Michałowej | Arkadiusz Czerepach | Doktor Mieczysław Wezół | Ksiądz Maciej | Kazimiera Solejukowa | Maciej Solejuk | Kinga, córka Grażyny | Patryk Pietrek | Jola Pietrek | Barmanka Wioletka Kotecka | Wargacz | Radny Myćko | Księgowa Leokadia Czerepach / Księgowa Leokadia Paciorek | Tadeusz Hadziuk | Celina Hadziukowa | Policjant Stasiek Kotecki | Dorotka, córka Lucy i ""Kusego"" | Dorotka, córka Lucy i ""Kusego"" | Monika Korczab | Krystyna Więcławska"
"81",7,81,"Podróż w czasie",8.2,425,45,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Michałowa, gospodyni księdza | Stacho Japycz, mąż Michałowej | Arkadiusz Czerepach | Halina Kozioł, żona wójta | Księgowa Leokadia Czerepach / Księgowa Leokadia Paciorek | Maciej Solejuk | Wargacz | Ksiądz Maciej | Tadeusz Hadziuk | Patryk Pietrek | Klaudia Kozioł, córka senatora | Jola Pietrek | Łukasz | Kinga, córka Grażyny | Fabian Duda | Doktor Mieczysław Wezół | Radny Myćko | Polonista Tomasz Witebski | Francesca Andreoni | Dorotka, córka Lucy i ""Kusego"" | Dorotka, córka Lucy i ""Kusego"" | Monika Korczab"
"82",7,82,"Tchnienie antyklerykalizmu",8.3,425,44,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Michałowa, gospodyni księdza | Stacho Japycz, mąż Michałowej | Arkadiusz Czerepach | Kinga, córka Grażyny | Monika Korczab | Halina Kozioł, żona wójta | Klaudia Kozioł, córka senatora | Księgowa Leokadia Czerepach / Księgowa Leokadia Paciorek | Radny Myćko | Łukasz | Fabian Duda | Krystyna Więcławska | Kazimiera Solejukowa | Wiesława Oleś, dyrektorka szkoły | Maciej Solejuk | Tadeusz Hadziuk | Patryk Pietrek | Celina Hadziukowa | Policjant Stasiek Kotecki | Francesca Andreoni | Dorotka, córka Lucy i ""Kusego"" | Dorotka, córka Lucy i ""Kusego"" | Ksiądz Maciej"
"83",7,83,"Model życia artysty",8.2,425,44,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Michałowa, gospodyni księdza | Stacho Japycz, mąż Michałowej | Arkadiusz Czerepach | Monika Korczab | Ksiądz Maciej | Farmaceuta Ryszard Polakowski | Kazimiera Solejukowa | Maciej Solejuk | Klaudia Kozioł, córka senatora | Łukasz | Halina Kozioł, żona wójta | Fabian Duda | Kinga, córka Grażyny | Tadeusz Hadziuk | Dorota Wezółowa | Patryk Pietrek | Kasia Solejuk | Marianek Solejuk | Syn Solejuków | Dorotka, córka Lucy i ""Kusego"" | Dorotka, córka Lucy i ""Kusego"""
"84",7,84,"Słowo senatora",8.2,416,44,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Michałowa, gospodyni księdza | Stacho Japycz, mąż Michałowej | Arkadiusz Czerepach | Monika Korczab | Kinga, córka Grażyny | Halina Kozioł, żona wójta | Klaudia Kozioł, córka senatora | Łukasz | Ksiądz Maciej | Polonista Tomasz Witebski | Maciej Solejuk | Tadeusz Hadziuk | Patryk Pietrek | Farmaceuta Ryszard Polakowski | Zofia Steć, babka zielarka | Jola Pietrek | Barmanka Wioletka Kotecka | Policjant Stasiek Kotecki | Fabian Duda | Dorotka, córka Lucy i ""Kusego"" | Dorotka, córka Lucy i ""Kusego"""
"85",7,85,"Pojedynek czarownic",8.2,425,44,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Michałowa, gospodyni księdza | Stacho Japycz, mąż Michałowej | Arkadiusz Czerepach | Monika Korczab | Zofia Steć, babka zielarka | Halina Kozioł, żona wójta | Klaudia Kozioł, córka senatora | Łukasz | Kazimiera Solejukowa | Maciej Solejuk | Radny Myćko | Farmaceuta Ryszard Polakowski | Ksiądz Maciej | Kinga, córka Grażyny | Tadeusz Hadziuk | Patryk Pietrek | Fabian Duda | Celina Hadziukowa | Kasia Solejuk | Marianek Solejuk | Syn Solejuków | Dorotka, córka Lucy i ""Kusego"" | Dorotka, córka Lucy i ""Kusego"""
"86",7,86,"Droga na szczyt",8.2,405,43,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Michałowa, gospodyni księdza | Stacho Japycz, mąż Michałowej | Arkadiusz Czerepach | Monika Korczab | Kinga, córka Grażyny | Barmanka Wioletka Kotecka | Kazimiera Solejukowa | Celina Hadziukowa | Krystyna Więcławska | Jola Pietrek | Patryk Pietrek | Farmaceuta Ryszard Polakowski | Halina Kozioł, żona wójta | Maciej Solejuk | Andrzej Więcławski | Tadeusz Hadziuk | Ksiądz Maciej | Dorotka, córka Lucy i ""Kusego"" | Dorotka, córka Lucy i ""Kusego"""
"87",7,87,"Ciężka ręka prawa",8.2,416,44,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Michałowa, gospodyni księdza | Stacho Japycz, mąż Michałowej | Arkadiusz Czerepach | Halina Kozioł, żona wójta | Polonista Tomasz Witebski | Barmanka Wioletka Kotecka | Kazimiera Solejukowa | Celina Hadziukowa | Krystyna Więcławska | Patryk Pietrek | Tadeusz Hadziuk | Fabian Duda | Ksiądz Maciej | Policjant Stasiek Kotecki | Doktor Mieczysław Wezół | Kinga, córka Grażyny | Jagna Nowak | Dorota Wezółowa | Farmaceuta Ryszard Polakowski | Francesca Andreoni | Jola Pietrek | Wiesława Oleś, dyrektorka szkoły | Dorotka, córka Lucy i ""Kusego"" | Dorotka, córka Lucy i ""Kusego"" | Klaudia Kozioł, córka senatora | Maciej Solejuk"
"88",7,88,"Koniec świata w Wilkowyjach",8.8,470,43,"Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Michałowa, gospodyni księdza | Stacho Japycz, mąż Michałowej | Arkadiusz Czerepach | Kinga, córka Grażyny | Halina Kozioł, żona wójta | Klaudia Kozioł, córka senatora | Barmanka Wioletka Kotecka | Zosia | Policjant Stasiek Kotecki | Fabian Duda | Jagna Nowak | Ksiądz Maciej | Monika Korczab | Andrzej Więcławski | Maciej Solejuk | Tadeusz Hadziuk | Patryk Pietrek | Łukasz | Celina Hadziukowa | Doktor Mieczysław Wezół | Dorotka, córka Lucy i ""Kusego"" | Dorotka, córka Lucy i ""Kusego"""
"89",7,89,"Czas konspiry",8.8,455,43,"Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Michałowa, gospodyni księdza | Stacho Japycz, mąż Michałowej | Arkadiusz Czerepach | Ksiądz Maciej | Halina Kozioł, żona wójta | Farmaceuta Ryszard Polakowski | Tadeusz Hadziuk | Celina Hadziukowa | Maciej Solejuk | Kazimiera Solejukowa | Patryk Pietrek | Jola Pietrek | Krystyna Więcławska | Andrzej Więcławski | Doktor Mieczysław Wezół | Dorota Wezółowa | Wiesława Oleś, dyrektorka szkoły | Policjant Stasiek Kotecki | Barmanka Wioletka Kotecka | Radny Myćko | Zofia Steć, babka zielarka | Wargacz | Kinga, córka Grażyny | Klaudia Kozioł, córka senatora | Fabian Duda | Księgowa Leokadia Czerepach / Księgowa Leokadia Paciorek | Łukasz | Dorotka, córka Lucy i ""Kusego"" | Dorotka, córka Lucy i ""Kusego"""
"90",7,90,"Trudne powroty",8.4,424,45,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Michałowa, gospodyni księdza | Stacho Japycz, mąż Michałowej | Arkadiusz Czerepach | Doktor Mieczysław Wezół | Barmanka Wioletka Kotecka | Policjant Stasiek Kotecki | Halina Kozioł, żona wójta | Farmaceuta Ryszard Polakowski | Tadeusz Hadziuk | Maciej Solejuk | Patryk Pietrek | Monika Korczab | Klaudia Kozioł, córka senatora | Fabian Duda | Księgowa Leokadia Czerepach / Księgowa Leokadia Paciorek | Ksiądz Maciej | Jagna Nowak | Kinga, córka Grażyny | Zofia Steć, babka zielarka | Wiesława Oleś, dyrektorka szkoły | Zosia | Dorotka, córka Lucy i ""Kusego"" | Dorotka, córka Lucy i ""Kusego"" | Dorota Wezółowa"
"91",7,91,"Droga przez stos",8.4,409,44,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Michałowa, gospodyni księdza | Stacho Japycz, mąż Michałowej | Arkadiusz Czerepach | Ksiądz Maciej | Kinga, córka Grażyny | Klaudia Kozioł, córka senatora | Jagna Nowak | Fabian Duda | Dorota Wezółowa | Księgowa Leokadia Czerepach / Księgowa Leokadia Paciorek | Halina Kozioł, żona wójta | Wiesława Oleś, dyrektorka szkoły | Policjant Stasiek Kotecki | Patryk Pietrek | Jola Pietrek | Tadeusz Hadziuk | Maciej Solejuk | Kazimiera Solejukowa | Andrzej Więcławski | Celina Hadziukowa | Doktor Mieczysław Wezół | Barmanka Wioletka Kotecka | Zofia Steć, babka zielarka | Radny Myćko | Syn Solejuków | Dorotka, córka Lucy i ""Kusego"" | Dorotka, córka Lucy i ""Kusego"""
"92",8,92,"Radio Mamrot",8,416,44,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Michałowa, gospodyni księdza | Stacho Japycz, mąż Michałowej | Arkadiusz Czerepach | Patryk Pietrek | Kinga, córka Grażyny | Halina Kozioł, żona wójta | Tadeusz Hadziuk | Maciej Solejuk | Ksiądz Maciej | Jola Pietrek | Księgowa Leokadia Czerepach / Księgowa Leokadia Paciorek | Fabian Duda | Ksiądz Wikary Robert | Doktor Mieczysław Wezół | Celina Hadziukowa | Dorotka, córka Lucy i ""Kusego"" | Dorotka, córka Lucy i ""Kusego"" | Klaudia Kozioł, córka senatora | Krystyna Więcławska"
"93",8,93,"Wykapany ojciec",8.1,391,43,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Michałowa, gospodyni księdza | Stacho Japycz, mąż Michałowej | Arkadiusz Czerepach | Klaudia Kozioł, córka senatora | Jagna Nowak | Fabian Duda | Halina Kozioł, żona wójta | Radny Myćko | Wargacz | Ksiądz Maciej | Ksiądz Wikary Robert | Tadeusz Hadziuk | Maciej Solejuk | Patryk Pietrek | Kinga, córka Grażyny | Doktor Mieczysław Wezół | Jola Pietrek | Policjant Stasiek Kotecki | Dorotka, córka Lucy i ""Kusego"" | Dorotka, córka Lucy i ""Kusego"" | Monika Korczab"
"94",8,94,"Wybacz mnie",8.1,375,43,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Michałowa, gospodyni księdza | Stacho Japycz, mąż Michałowej | Arkadiusz Czerepach | Patryk Pietrek | Tadeusz Hadziuk | Maciej Solejuk | Ksiądz Maciej | Halina Kozioł, żona wójta | Księgowa Leokadia Czerepach / Księgowa Leokadia Paciorek | Kinga, córka Grażyny | Ksiądz Wikary Robert | Celina Hadziukowa | Kazimiera Solejukowa | Jola Pietrek | Wargaczowa | Wargacz | Barmanka Wioletka Kotecka | Polonista Tomasz Witebski | Francesca Andreoni | Marianek Solejuk | Syn Solejuków | Dorotka, córka Lucy i ""Kusego"" | Dorotka, córka Lucy i ""Kusego"""
"95",8,95,"Czysta karta",8.1,375,44,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Michałowa, gospodyni księdza | Stacho Japycz, mąż Michałowej | Arkadiusz Czerepach | Monika Korczab | Patryk Pietrek | Tadeusz Hadziuk | Maciej Solejuk | Ksiądz Maciej | Halina Kozioł, żona wójta | Księgowa Leokadia Czerepach / Księgowa Leokadia Paciorek | Kinga, córka Grażyny | Ksiądz Wikary Robert | Celina Hadziukowa | Krystyna Więcławska | Kazimiera Solejukowa | Jola Pietrek | Wargaczowa | Wargacz | Barmanka Wioletka Kotecka | Polonista Tomasz Witebski | Francesca Andreoni | Marianek Solejuk | Syn Solejuków | Dorotka, córka Lucy i ""Kusego"" | Dorotka, córka Lucy i ""Kusego"" | Wiesława Oleś, dyrektorka szkoły | Andrzej Więcławski"
"96",8,96,"Obywatelskie obowiązki",8.1,365,45,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Michałowa, gospodyni księdza | Stacho Japycz, mąż Michałowej | Arkadiusz Czerepach | Barmanka Wioletka Kotecka | Monika Korczab | Krystyna Więcławska | Andrzej Więcławski | Klaudia Kozioł, córka senatora | Patryk Pietrek | Maciej Solejuk | Tadeusz Hadziuk | Halina Kozioł, żona wójta | Księgowa Leokadia Czerepach / Księgowa Leokadia Paciorek | Wargacz | Radny Myćko | Ksiądz Maciej | Fabian Duda | Ksiądz Wikary Robert | Kinga, córka Grażyny | Policjant Stasiek Kotecki | Kazimiera Solejukowa | Celina Hadziukowa"
"97",8,97,"Nowatorska terapia",8.4,374,44,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Michałowa, gospodyni księdza | Stacho Japycz, mąż Michałowej | Arkadiusz Czerepach | Patryk Pietrek | Maciej Solejuk | Kazimiera Solejukowa | Tadeusz Hadziuk | Celina Hadziukowa | Kinga, córka Grażyny | Andrzej Więcławski | Halina Kozioł, żona wójta | Wiesława Oleś, dyrektorka szkoły | Farmaceuta Ryszard Polakowski | Doktor Mieczysław Wezół | Klaudia Kozioł, córka senatora | Księgowa Leokadia Czerepach / Księgowa Leokadia Paciorek | Zofia Steć, babka zielarka | Ksiądz Maciej | Ksiądz Wikary Robert | Marianek Solejuk | Kasia Solejuk | Syn Solejuków | Dorotka, córka Lucy i ""Kusego"" | Dorotka, córka Lucy i ""Kusego"""
"98",8,98,"Zbrodnia to niesłychana, pani zabija pana",8.5,388,44,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Michałowa, gospodyni księdza | Stacho Japycz, mąż Michałowej | Arkadiusz Czerepach | Maciej Solejuk | Tadeusz Hadziuk | Halina Kozioł, żona wójta | Farmaceuta Ryszard Polakowski | Księgowa Leokadia Czerepach / Księgowa Leokadia Paciorek | Kazimiera Solejukowa | Celina Hadziukowa | Patryk Pietrek | Policjant Stasiek Kotecki | Ksiądz Maciej | Ksiądz Wikary Robert | Barmanka Wioletka Kotecka | Klaudia Kozioł, córka senatora | Francesca Andreoni | Monika Korczab | Krystyna Więcławska"
"99",8,99,"Los pogorzelca",8,363,44,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Michałowa, gospodyni księdza | Stacho Japycz, mąż Michałowej | Arkadiusz Czerepach | Jagna Nowak | Fabian Duda | Ksiądz Maciej | Ksiądz Wikary Robert | Policjant Stasiek Kotecki | Patryk Pietrek | Tadeusz Hadziuk | Maciej Solejuk | Klaudia Kozioł, córka senatora | Monika Korczab | Kinga, córka Grażyny | Krystyna Więcławska | Celina Hadziukowa | Kazimiera Solejukowa | Halina Kozioł, żona wójta | Farmaceuta Ryszard Polakowski | Księgowa Leokadia Czerepach / Księgowa Leokadia Paciorek"
"100",8,100,"W blasku fleszy",8,364,44,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Michałowa, gospodyni księdza | Stacho Japycz, mąż Michałowej | Arkadiusz Czerepach | Klaudia Kozioł, córka senatora | Halina Kozioł, żona wójta | Monika Korczab | Jagna Nowak | Fabian Duda | Francesca Andreoni | Księgowa Leokadia Czerepach / Księgowa Leokadia Paciorek | Farmaceuta Ryszard Polakowski | Kazimiera Solejukowa | Ksiądz Maciej | Patryk Pietrek | Tadeusz Hadziuk | Maciej Solejuk | Kinga, córka Grażyny | Paweł | Doktor Mieczysław Wezół | Polonista Tomasz Witebski | Policjant Stasiek Kotecki | Wargacz | Radny Myćko | Ksiądz Wikary Robert"
"101",8,101,"Grecy i Bułgarzy",8.2,352,44,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Michałowa, gospodyni księdza | Stacho Japycz, mąż Michałowej | Arkadiusz Czerepach | Halina Kozioł, żona wójta | Kinga, córka Grażyny | Ksiądz Maciej | Ksiądz Wikary Robert | Klaudia Kozioł, córka senatora | Jagna Nowak | Fabian Duda | Tadeusz Hadziuk | Maciej Solejuk | Patryk Pietrek | Krystyna Więcławska | Dorota Wezółowa | Jola Pietrek | Doktor Mieczysław Wezół | Zofia Steć, babka zielarka | Księgowa Leokadia Czerepach / Księgowa Leokadia Paciorek | Kazimiera Solejukowa | Celina Hadziukowa | Monika Korczab | Wargaczowa | Wargacz | Radny Myćko | Paweł | Marianek Solejuk | Dorotka, córka Lucy i ""Kusego"" | Dorotka, córka Lucy i ""Kusego"""
"102",8,102,"Jedźmy, nikt nie woła",8.1,348,44,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Michałowa, gospodyni księdza | Stacho Japycz, mąż Michałowej | Arkadiusz Czerepach | Monika Korczab | Klaudia Kozioł, córka senatora | Halina Kozioł, żona wójta | Księgowa Leokadia Czerepach / Księgowa Leokadia Paciorek | Dorota Wezółowa | Ksiądz Maciej | Fabian Duda | Kinga, córka Grażyny | Zofia Steć, babka zielarka | Tadeusz Hadziuk | Maciej Solejuk | Patryk Pietrek | Doktor Mieczysław Wezół | Celina Hadziukowa | Kazimiera Solejukowa | Krystyna Więcławska | Jola Pietrek | Francesca Andreoni | Barmanka Wioletka Kotecka | Paweł | Wargaczowa | Wargacz | Dorotka, córka Lucy i ""Kusego"" | Dorotka, córka Lucy i ""Kusego"""
"103",8,103,"Nie rzucaj ziemi, skąd twój ród",8.5,376,43,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Michałowa, gospodyni księdza | Stacho Japycz, mąż Michałowej | Arkadiusz Czerepach | Klaudia Kozioł, córka senatora | Fabian Duda | Kinga, córka Grażyny | Ksiądz Wikary Robert | Ksiądz Maciej | Księgowa Leokadia Czerepach / Księgowa Leokadia Paciorek | Halina Kozioł, żona wójta | Maciej Solejuk | Celina Hadziukowa | Krystyna Więcławska | Tadeusz Hadziuk | Patryk Pietrek | Kazimiera Solejukowa | Jola Pietrek | Monika Korczab | Wiesława Oleś, dyrektorka szkoły | Doktor Mieczysław Wezół | Barmanka Wioletka Kotecka | Zofia Steć, babka zielarka | Andrzej Więcławski"
"104",8,104,"Wielkie otwarcie",8.3,345,43,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Michałowa, gospodyni księdza | Stacho Japycz, mąż Michałowej | Arkadiusz Czerepach | Dorota Wezółowa | Celina Hadziukowa | Kazimiera Solejukowa | Krystyna Więcławska | Jola Pietrek | Ksiądz Maciej | Halina Kozioł, żona wójta | Księgowa Leokadia Czerepach / Księgowa Leokadia Paciorek | Tadeusz Hadziuk | Maciej Solejuk | Patryk Pietrek | Kinga, córka Grażyny | Paweł | Klaudia Kozioł, córka senatora | Fabian Duda | Ksiądz Wikary Robert | Andrzej Więcławski | Wiesława Oleś, dyrektorka szkoły | Doktor Mieczysław Wezół | Monika Korczab | Barmanka Wioletka Kotecka | Wargacz | Radny Myćko | Farmaceuta Ryszard Polakowski | Dorotka, córka Lucy i ""Kusego"" | Dorotka, córka Lucy i ""Kusego"""
"105",9,105,"Nowe wyzwania",7.7,300,43,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Michałowa, gospodyni księdza | Stacho Japycz, mąż Michałowej | Arkadiusz Czerepach | Monika Korczab | Barmanka Wioletka Kotecka | Francesca Andreoni | Policjant Stasiek Kotecki | Ksiądz Wikary Robert | Ksiądz Maciej | Halina Kozioł, żona wójta | Kinga, córka Grażyny | Paweł | Księgowa Leokadia Czerepach / Księgowa Leokadia Paciorek | Maciej Solejuk | Tadeusz Hadziuk | Patryk Pietrek | Wiesława Oleś, dyrektorka szkoły | Doktor Mieczysław Wezół | Farmaceuta Ryszard Polakowski | Andrzej Więcławski | Klaudia Kozioł, córka senatora | Fabian Duda | Dorotka, córka Lucy i ""Kusego"" | Dorotka, córka Lucy i ""Kusego"""
"106",9,106,"Bardzo krótkie kariery",7.3,291,44,"Lucy Wilska | Wójt Paweł Kozioł / Ksiądz Piotr Kozioł | Jakub ""Kusy"" Sokołowski | Michałowa, gospodyni księdza | Stacho Japycz, mąż Michałowej | Arkadiusz Czerepach | Ksiądz Maciej | Wiesława Oleś, dyrektorka szkoły | Doktor Mieczysław Wezół | Andrzej Więcławski | Farmaceuta Ryszard Polakowski | Patryk Pietrek | Tadeusz Hadziuk | Maciej Solejuk | Halina Kozioł, żona wójta | Księgowa Leokadia Czerepach / Księgowa Leokadia Paciorek | Barmanka Wioletka Kotecka | Policjant Stasiek Kotecki | Jola Pietrek | Francesca Andreoni | Kinga, córka Grażyny | Klaudia Kozioł, córka senatora | Fabian Duda | Dorotka, córka Lucy i ""Kusego"" | Dorotka, córka Lucy i ""Kusego"" | Ksiądz Wikary Robert"
